Feature 1,Feature 2,Feature 3,Feature 4,Species
-1.2546334100679237,-1.3822714680447012,-0.5459152470795594,0.9311215564067192,2
0.787890821567911,0.4755421465202157,-0.6759766557284612,1.1992544813478534,3
1.1400343457636726,0.3131882570387122,-0.41822907884062804,1.3032415654718412,3
-0.5133012094128298,-1.4029082950571732,-0.35250723433019504,0.24738721699896518,2
0.45480954544128976,1.0005635911735735,1.5114106841015684,-1.6925228966679662,1
1.5288165555175597,0.21419411302457708,-0.8014946795254707,0.9630561032115034,3
-0.847869492125484,-1.3740584600360892,-0.4451960846745463,0.2959037456099615,2
0.5416089402626031,0.09744846112184896,-1.2456898915996446,1.6003378396986743,3
0.04569910360837511,1.0985460271125105,1.566865213017096,-1.2695267927718008,1
1.5872718289434806,0.38142398041663156,-0.8706081620092401,0.6560186946194635,3
-0.5237740289472804,1.2438569143997638,1.2163673028220507,-1.4790890610498317,1
0.49712320293792067,1.034211525333407,1.2963541755579262,-1.2342592557691097,1
-1.0660604994304004,-1.155004169910078,-0.6615764117226777,0.45078485026070647,2
1.0874177603459279,0.10405379993767835,-0.6989797133693124,1.5309323369636545,3
0.9133598630846977,0.24542276140378616,-0.7361886216490788,0.972373399713385,3
2.0150786844179525,0.5070046426775721,-0.6470297261956531,0.6806521775630192,3
0.26201832648880896,0.8762459043940077,1.4225102913860228,-1.512181517800013,1
-1.1576124808971555,-1.4440815233306061,-0.7778887879297235,0.5406483799473567,2
-0.02596861308532098,0.8837017759180213,1.3955087606267582,-1.6742283680648473,1
-1.7955390687787163,-1.3330001156752587,-0.4532097834889085,0.48777324463386756,2
-0.8038225557632908,-1.2992307750732026,-0.4957547365188934,-0.19405674568475537,2
-1.4349726792177093,-1.2281460063372567,-0.6266730553876064,-0.1942437209854217,2
-0.11687315567345573,0.8623868757861719,1.2062163489110793,-0.9463808870477378,1
0.5807407170114675,0.9370758743790597,1.1698011879886443,-1.8709138450717784,1
0.7271258485469198,0.36163491552900334,-0.8587442721164907,1.2212565017194397,3
-0.1788935104445881,1.2405775772090761,1.6658140766506966,-1.0017064780613663,1
-0.9573089395309787,-1.5308399182137955,-0.6157900786488977,0.6242945822967076,2
-0.9937509787677493,-1.3983792610854364,-0.49169597996806386,-0.01681897751687904,2
-1.0652719510427486,-1.3275907756062708,-0.5400422591003636,0.42294805428107124,2
-0.7476965176067978,-1.4503351830798177,-0.46640550132743946,0.3836027431495596,2
0.03803328854577202,1.167710945453594,1.187477768679506,-1.8346720258670173,1
-1.576851655416407,-1.2535735557658014,-0.7578625299039555,0.36312844286525237,2
-1.3533486043989342,-1.3811661472590746,-0.7301338483613709,0.36096989609552854,2
0.428490052582596,0.8641063276379831,1.5502383853056256,-0.8738190511050599,1
1.2131241972095792,0.4761525229655278,-0.891315445317596,0.8957634013007334,3
0.11533123135620048,0.9209930327867714,1.430660731192188,-1.528983356202497,1
-0.07250293227287975,0.9165227030854971,1.5612475899492708,-0.7960091839993867,1
1.4703509618436879,0.07824587895365238,-0.7616756080250913,1.068576413365334,3
-0.053735377525203555,1.118613787816385,1.3348474221550222,-0.6748765302460523,1
1.3344158827526629,0.14678424604668333,-0.6415154792877661,1.0418666655341986,3
0.8573255789827133,0.10811699239487275,-0.6854729311242308,0.8346320054204455,3
1.5121434076127191,0.5363166842485019,-0.882953189489761,0.9920103006389552,3
-0.9772324760884117,-1.532277863332663,-0.17048499752122012,0.33608361023052535,2
1.1962457437819722,0.36978756891318054,-0.6171510030151078,1.354933034923772,3
-0.37969156248516794,0.8683279733154675,1.0960556572677034,-1.3301107793498674,1
0.9421932361517192,0.1879168763657134,-0.5214272532730121,1.3946821499835675,3
-1.4119085774283675,-1.1245368029881397,-0.7783264555121029,0.3658470378748706,2
-1.1511246476986343,-1.4012172567611674,-0.7197736477733622,0.0003326196970396275,2
-1.196105725282387,-1.5894070308734447,-0.7661081462839285,0.4297384628509049,2
0.18087436102150234,1.2115015885449372,1.3871912604642935,-1.3612422532942625,1
-0.34476073461355944,1.3557701330702643,1.5186406367883798,-1.2998386614100357,1
-0.873352082613882,-1.2921233767856168,-0.5509201338467303,-0.1807516712271566,2
-1.1879255859455526,-1.2798716642177705,-0.657080030483794,-0.03230562141998575,2
0.18925662657927117,0.7502449089671215,1.5002195065312698,-1.6334699488542963,1
-0.4335072181023224,0.9502556587663635,1.5226987049816083,-1.6806703821233193,1
0.17788058903733608,1.0586344123207443,1.4740318272640158,-1.4955965730636527,1
1.2868746081751754,0.5286825290663539,-0.7757601012429864,0.997751329899198,3
1.3633590358780492,0.47893071602764675,-1.2544114060360212,0.9121601079422772,3
-0.9977117525941185,-1.352397172392652,-0.9295060965934159,0.03398702025023282,2
0.06889594834755626,0.9886004568878539,1.2180488628754798,-1.6403063859201243,1
0.2934424110253367,0.8418264981445911,1.5131715031525779,-1.1198061642693105,1
1.256951117240437,0.40630677687286176,-1.0251176850167756,0.6172676170892701,3
1.6862253663599827,0.417420759967295,-0.5645474177963137,0.7804969743239022,3
1.1691984127903223,0.0199293914272022,-0.7748843418832863,0.5494484120680433,3
0.1874575756302785,0.8936715412674626,1.6148929872346482,-1.725534874100186,1
-1.0727664496904392,-1.2169092565419397,-0.4698029668149934,0.8046267958923624,2
-0.14697991130539653,0.834875561757724,1.266982294532828,-1.7983610455595542,1
-0.8691258759261512,-1.168160089693134,-0.6760497881279892,0.5608529264885167,2
0.1042313850677927,0.769071669593323,1.3207408635919984,-1.3768313114218493,1
1.1182822336399978,0.34424479704591054,-0.6501876674802636,0.606123339012116,3
-0.027461194208781382,1.003025739843642,1.4364998459631935,-1.4116680863371622,1
0.14560637851688238,1.1736565128240657,1.496571236286399,-1.7767270308646037,1
1.3577754967518427,0.4746978450601293,-0.8619213470323339,0.9234681193969828,3
-1.3542931645896694,-1.1642755203923767,-0.7130514665888678,0.3710030562279115,2
-0.3614620456090579,1.037661000358023,1.540629982257149,-1.1710991011876783,1
-0.06756778109816276,1.1284439941885258,1.4172225008106853,-0.9053219432257287,1
-1.1390442602635227,-1.1777491154419435,-0.5176320699083342,0.31631709808214814,2
1.0252810082352868,0.40058644748468775,-0.9840600438087793,1.0130050229761434,3
0.7972412111190196,0.4296768209501333,-0.517915004897343,0.9702809182345086,3
-1.7740861580307687,-1.3202684736264556,-0.5092318808876957,0.07417559497888809,2
1.1782460932083534,0.4461648699811016,-0.7818257557485613,0.9341835455329884,3
-1.637487837158408,-1.4391361167458039,-0.5679454872017509,0.11368602037479535,2
1.3161148261482551,0.40707081240713017,-0.8484427881405129,0.8981239348918361,3
1.6254241176874265,0.486988528767043,-0.686642018023618,1.2329985615255232,3
-0.935571505143392,-1.3693099033421567,-0.4220047169787952,0.11338049543123714,2
-0.3158295289659231,1.2128224675157613,1.3787458419354657,-1.466018208096641,1
-0.07091784324300718,1.2064699934882899,1.5571279510086782,-1.0199315469100132,1
1.2087303256774498,0.31961636209543115,-0.6960430007096415,1.0930750525753858,3
-1.1772216144479233,-1.2702782096230532,-0.38564483562063184,0.5481417569638625,2
-1.6339641559843578,-1.4034408321567875,-0.6788322891226066,0.1762751681251661,2
0.27533715756782645,1.169932986421403,1.2852713777386728,-1.1755577253195537,1
-1.2927748532380552,-1.3961344830085594,-0.6249699169414348,-0.16354841381521867,2
-0.7959905788136767,-1.4676249182311276,-0.5377036999256686,-0.030933575399674406,2
-0.8439180944281328,-1.1666400031853397,-0.6240058999752658,0.19014150371700295,2
-1.3736652761847543,-1.3508886303207466,-0.4204117157119829,0.12647913047206366,2
0.3001596233961398,1.1862746520633256,1.5345057131839699,-1.3951161435934742,1
-1.0364742953893205,-1.4328858070635442,-0.7939810199592658,0.07970230079979865,2
